"","Date.Time","Tmp_H1","Tmp_H2"
"539",2018-08-11 18:35:00,"29.9","29.8"
"540",2018-08-11 18:40:00,"30.1","30.0"
"541",2018-08-11 18:45:00,"29.9","29.8"
"542",2018-08-11 18:50:00,"29.8","29.7"
"543",2018-08-11 18:55:00,"30.0","30.0"
"544",2018-08-11 19:00:00,"30.1","29.9"
"545",2018-08-11 19:05:00,"29.8","29.8"
"546",2018-08-11 19:10:00,"29.9","29.9"
"547",2018-08-11 19:15:00,"30.1","30.0"
"548",2018-08-11 19:20:00,"30.0","29.8"
"549",2018-08-11 19:25:00,"29.8","29.7"
"550",2018-08-11 19:30:00,"29.9","29.8"
"551",2018-08-11 19:35:00,"30.1","30.0"
"552",2018-08-11 19:40:00,"30.0","29.8"
"553",2018-08-11 19:45:00,"29.8","29.7"
"554",2018-08-11 19:50:00,"29.9","29.8"
"555",2018-08-11 19:55:00,"30.1","30.0"
"556",2018-08-11 20:00:00,"30.1","29.9"
"557",2018-08-11 20:05:00,"29.8","29.7"
"558",2018-08-11 20:10:00,"29.9","29.8"
"559",2018-08-11 20:15:00,"30.0","30.0"
"560",2018-08-11 20:20:00,"29.9","29.8"
"561",2018-08-11 20:25:00,"29.8","29.8"
"562",2018-08-11 20:30:00,"30.0","30.0"
"563",2018-08-11 20:35:00,"30.1","29.9"
"564",2018-08-11 20:40:00,"29.8","29.7"
"565",2018-08-11 20:45:00,"29.8","29.8"
"566",2018-08-11 20:50:00,"30.1","30.0"
"567",2018-08-11 20:55:00,"29.9","29.8"
"568",2018-08-11 21:00:00,"29.8","29.8"
"569",2018-08-11 21:05:00,"30.0","30.0"
"570",2018-08-11 21:10:00,"30.0","29.8"
"571",2018-08-11 21:15:00,"29.8","29.7"
"572",2018-08-11 21:20:00,"29.9","29.8"
"573",2018-08-11 21:25:00,"30.1","30.0"
"574",2018-08-11 21:30:00,"29.9","29.8"
"575",2018-08-11 21:35:00,"29.8","29.7"
"576",2018-08-11 21:40:00,"30.0","29.9"
"577",2018-08-11 21:45:00,"30.1","29.8"
"578",2018-08-11 21:50:00,"29.8","29.7"
"579",2018-08-11 21:55:00,"29.9","29.8"
"580",2018-08-11 22:00:00,"30.1","29.9"
"581",2018-08-11 22:05:00,"30.0","29.7"
"582",2018-08-11 22:10:00,"29.7","29.6"
"583",2018-08-11 22:15:00,"29.8","29.7"
"584",2018-08-11 22:20:00,"30.1","29.9"
"585",2018-08-11 22:25:00,"30.0","29.7"
"586",2018-08-11 22:30:00,"29.8","29.6"
"587",2018-08-11 22:35:00,"29.8","29.7"
"588",2018-08-11 22:40:00,"30.0","29.9"
"589",2018-08-11 22:45:00,"30.1","29.8"
"590",2018-08-11 22:50:00,"29.8","29.6"
"591",2018-08-11 22:55:00,"29.7","29.6"
"592",2018-08-11 23:00:00,"30.0","29.9"
"593",2018-08-11 23:05:00,"30.1","29.9"
"594",2018-08-11 23:10:00,"30.0","29.7"
"595",2018-08-11 23:15:00,"29.8","29.6"
"596",2018-08-11 23:20:00,"29.9","29.7"
"597",2018-08-11 23:25:00,"30.1","29.9"
"598",2018-08-11 23:30:00,"30.0","29.7"
"599",2018-08-11 23:35:00,"29.8","29.7"
"600",2018-08-11 23:40:00,"30.0","29.8"
"601",2018-08-11 23:45:00,"30.0","29.8"
"602",2018-08-11 23:50:00,"29.8","29.7"
"603",2018-08-11 23:55:00,"29.8","29.7"
"604",2018-08-12 00:00:00,"30.0","29.9"
"605",2018-08-12 00:05:00,"30.0","29.8"
"606",2018-08-12 00:10:00,"29.8","29.6"
"607",2018-08-12 00:15:00,"29.8","29.6"
"608",2018-08-12 00:20:00,"30.0","29.9"
"609",2018-08-12 00:25:00,"30.1","29.9"
"610",2018-08-12 00:30:00,"30.0","29.7"
"611",2018-08-12 00:35:00,"29.8","29.6"
"612",2018-08-12 00:40:00,"29.9","29.8"
"613",2018-08-12 00:45:00,"30.1","30.0"
"614",2018-08-12 00:50:00,"30.0","29.8"
"615",2018-08-12 00:55:00,"29.8","29.6"
"616",2018-08-12 01:00:00,"29.8","29.7"
"617",2018-08-12 01:05:00,"30.0","30.0"
"618",2018-08-12 01:10:00,"30.0","29.8"
"619",2018-08-12 01:15:00,"29.8","29.6"
"620",2018-08-12 01:20:00,"29.8","29.6"
"621",2018-08-12 01:25:00,"30.0","29.8"
"622",2018-08-12 01:30:00,"30.1","29.8"
"623",2018-08-12 01:35:00,"30.0","29.7"
"624",2018-08-12 01:40:00,"29.7","29.6"
"625",2018-08-12 01:45:00,"29.8","29.7"
"626",2018-08-12 01:50:00,"30.0","29.9"
"627",2018-08-12 01:55:00,"30.0","29.7"
"628",2018-08-12 02:00:00,"29.8","29.7"
"629",2018-08-12 02:05:00,"30.0","29.9"
"630",2018-08-12 02:10:00,"30.0","29.8"
"631",2018-08-12 02:15:00,"29.8","29.7"
"632",2018-08-12 02:20:00,"29.7","29.7"
"633",2018-08-12 02:25:00,"30.0","29.9"
"634",2018-08-12 02:30:00,"30.1","29.9"
"635",2018-08-12 02:35:00,"29.8","29.7"
"636",2018-08-12 02:40:00,"29.8","29.8"
"637",2018-08-12 02:45:00,"30.0","29.9"
"638",2018-08-12 02:50:00,"30.0","29.8"
"639",2018-08-12 02:55:00,"29.7","29.6"
"640",2018-08-12 03:00:00,"29.8","29.8"
"641",2018-08-12 03:05:00,"30.0","30.0"
"642",2018-08-12 03:10:00,"30.0","29.8"
"643",2018-08-12 03:15:00,"29.8","29.7"
"644",2018-08-12 03:20:00,"29.8","29.8"
"645",2018-08-12 03:25:00,"30.1","29.9"
"646",2018-08-12 03:30:00,"30.0","29.7"
"647",2018-08-12 03:35:00,"29.7","29.6"
"648",2018-08-12 03:40:00,"29.9","29.8"
"649",2018-08-12 03:45:00,"30.0","30.0"
"650",2018-08-12 03:50:00,"30.0","29.8"
"651",2018-08-12 03:55:00,"29.8","29.6"
"652",2018-08-12 04:00:00,"29.7","29.7"
"653",2018-08-12 04:05:00,"29.9","29.9"
"654",2018-08-12 04:10:00,"30.0","29.9"
"655",2018-08-12 04:15:00,"29.8","29.7"
"656",2018-08-12 04:20:00,"29.8","29.8"
"657",2018-08-12 04:25:00,"30.0","30.0"
"658",2018-08-12 04:30:00,"30.0","29.8"
"659",2018-08-12 04:35:00,"29.8","29.6"
"660",2018-08-12 04:40:00,"29.8","29.7"
"661",2018-08-12 04:45:00,"30.0","29.9"
"662",2018-08-12 04:50:00,"30.1","29.9"
"663",2018-08-12 04:55:00,"30.0","29.7"
"664",2018-08-12 05:00:00,"29.7","29.6"
"665",2018-08-12 05:05:00,"29.8","29.7"
"666",2018-08-12 05:10:00,"30.0","29.9"
"667",2018-08-12 05:15:00,"30.0","29.7"
"668",2018-08-12 05:20:00,"29.7","29.6"
"669",2018-08-12 05:25:00,"29.8","29.7"
"670",2018-08-12 05:30:00,"30.0","29.9"
"671",2018-08-12 05:35:00,"30.1","29.8"
"672",2018-08-12 05:40:00,"29.9","29.6"
"673",2018-08-12 05:45:00,"29.8","29.6"
"674",2018-08-12 05:50:00,"30.0","29.8"
"675",2018-08-12 05:55:00,"30.1","29.9"
"676",2018-08-12 06:00:00,"29.9","29.7"
"677",2018-08-12 06:05:00,"29.8","29.7"
"678",2018-08-12 06:10:00,"30.0","29.9"
"679",2018-08-12 06:15:00,"30.0","29.8"
"680",2018-08-12 06:20:00,"29.8","29.7"
"681",2018-08-12 06:25:00,"30.0","29.8"
"682",2018-08-12 06:30:00,"30.1","29.8"
"683",2018-08-12 06:35:00,"29.9","29.6"
"684",2018-08-12 06:40:00,"29.8","29.6"
"685",2018-08-12 06:45:00,"29.9","29.8"
"686",2018-08-12 06:50:00,"30.1","29.8"
"687",2018-08-12 06:55:00,"30.0","29.7"
"688",2018-08-12 07:00:00,"29.7","29.6"
"689",2018-08-12 07:05:00,"29.8","29.8"
"690",2018-08-12 07:10:00,"30.1","30.0"
"691",2018-08-12 07:15:00,"30.1","29.9"
"692",2018-08-12 07:20:00,"29.9","29.7"
"693",2018-08-12 07:25:00,"29.8","29.8"
"694",2018-08-12 07:30:00,"30.0","29.9"
"695",2018-08-12 07:35:00,"30.0","29.8"
"696",2018-08-12 07:40:00,"29.8","29.7"
"697",2018-08-12 07:45:00,"29.9","29.9"
"698",2018-08-12 07:50:00,"30.0","29.9"
"699",2018-08-12 07:55:00,"29.9","29.7"
"700",2018-08-12 08:00:00,"29.8","29.7"
"701",2018-08-12 08:05:00,"30.0","29.8"
"702",2018-08-12 08:10:00,"30.0","29.8"
"703",2018-08-12 08:15:00,"29.8","29.7"
"704",2018-08-12 08:20:00,"30.0","29.8"
"705",2018-08-12 08:25:00,"30.0","29.8"
"706",2018-08-12 08:30:00,"29.9","29.7"
"707",2018-08-12 08:35:00,"29.8","29.7"
"708",2018-08-12 08:40:00,"30.1","29.9"
"709",2018-08-12 08:45:00,"30.0","29.7"
"710",2018-08-12 08:50:00,"29.8","29.6"
"711",2018-08-12 08:55:00,"29.8","29.7"
"712",2018-08-12 09:00:00,"30.1","30.0"
"713",2018-08-12 09:05:00,"30.1","29.9"
"714",2018-08-12 09:10:00,"29.9","29.7"
"715",2018-08-12 09:15:00,"29.8","29.7"
"716",2018-08-12 09:20:00,"30.0","29.9"
"717",2018-08-12 09:25:00,"30.1","30.0"
"718",2018-08-12 09:30:00,"30.0","29.8"
"719",2018-08-12 09:35:00,"29.8","29.6"
"720",2018-08-12 09:40:00,"29.9","29.7"
"721",2018-08-12 09:45:00,"30.1","29.9"
"722",2018-08-12 09:50:00,"30.1","29.8"
"723",2018-08-12 09:55:00,"29.9","29.7"
"724",2018-08-12 10:00:00,"29.9","29.8"
"725",2018-08-12 10:05:00,"30.0","30.0"
"726",2018-08-12 10:10:00,"30.0","29.8"
"727",2018-08-12 10:15:00,"29.8","29.7"
"728",2018-08-12 10:20:00,"30.0","30.0"
"729",2018-08-12 10:25:00,"30.1","29.9"
"730",2018-08-12 10:30:00,"30.0","29.8"
"731",2018-08-12 10:35:00,"29.8","29.7"
"732",2018-08-12 10:40:00,"30.0","29.9"
"733",2018-08-12 10:45:00,"30.1","30.0"
"734",2018-08-12 10:50:00,"30.1","29.8"
"735",2018-08-12 10:55:00,"29.8","29.7"
"736",2018-08-12 11:00:00,"30.0","29.9"
"737",2018-08-12 11:05:00,"30.1","30.0"
"738",2018-08-12 11:10:00,"30.0","29.8"
"739",2018-08-12 11:15:00,"29.8","29.8"
"740",2018-08-12 11:20:00,"30.0","30.0"
"741",2018-08-12 11:25:00,"30.0","29.9"
"742",2018-08-12 11:30:00,"29.9","29.8"
"743",2018-08-12 11:35:00,"29.9","29.8"
"744",2018-08-12 11:40:00,"30.1","30.0"
"745",2018-08-12 11:45:00,"30.1","29.8"
"746",2018-08-12 11:50:00,"29.9","29.7"
"747",2018-08-12 11:55:00,"30.0","29.9"
"748",2018-08-12 12:00:00,"30.1","30.0"
